Timestamp,UTC,Callsign,Position,Altitude,Speed,Direction
1669566440,2022-11-27T16:27:20Z,FDB1715,"26.094772,55.795624",19975,409,6
1669566443,2022-11-27T16:27:23Z,FDB1715,"26.101364,55.796295",20075,410,5
1669566446,2022-11-27T16:27:26Z,FDB1715,"26.107054,55.796707",20150,409,3
1669566448,2022-11-27T16:27:28Z,FDB1715,"26.112593,55.796921",20225,409,2
1669566452,2022-11-27T16:27:32Z,FDB1715,"26.118256,55.79702",20325,409,2
1669566455,2022-11-27T16:27:35Z,FDB1715,"26.124371,55.796974",20400,410,359
1669566458,2022-11-27T16:27:38Z,FDB1715,"26.130066,55.796761",20475,409,358
1669566461,2022-11-27T16:27:41Z,FDB1715,"26.136103,55.796497",20550,409,357
1669566464,2022-11-27T16:27:44Z,FDB1715,"26.141642,55.796234",20650,409,357
1669566467,2022-11-27T16:27:47Z,FDB1715,"26.14769,55.795986",20725,409,357
1669566529,2022-11-27T16:28:49Z,FDB1715,"26.267054,55.791584",22375,414,357
1669566591,2022-11-27T16:29:51Z,FDB1715,"26.386276,55.786552",23650,426,357
1669566653,2022-11-27T16:30:53Z,FDB1715,"26.511127,55.781284",25125,430,358
1669566714,2022-11-27T16:31:54Z,FDB1715,"26.634293,55.776604",26200,441,358
1669566777,2022-11-27T16:32:57Z,FDB1715,"26.764324,55.771671",27150,452,358
1669566837,2022-11-27T16:33:57Z,FDB1715,"26.89183,55.766705",28125,458,358
1669566899,2022-11-27T16:34:59Z,FDB1715,"27.025297,55.761532",28975,466,358
1669566963,2022-11-27T16:36:03Z,FDB1715,"27.163464,55.756195",29725,474,358
1669567027,2022-11-27T16:37:07Z,FDB1715,"27.305099,55.75069",30375,484,357
1669567090,2022-11-27T16:38:10Z,FDB1715,"27.446823,55.744991",31350,483,358
1669567153,2022-11-27T16:39:13Z,FDB1715,"27.586437,55.739613",32550,476,358
1669567215,2022-11-27T16:40:15Z,FDB1715,"27.7229,55.734211",33425,472,358
1669567277,2022-11-27T16:41:17Z,FDB1715,"27.859085,55.728977",34000,472,358
1669567338,2022-11-27T16:42:18Z,FDB1715,"27.99172,55.723412",34000,470,357
1669567400,2022-11-27T16:43:20Z,FDB1715,"28.125746,55.718025",34000,470,358
1669567461,2022-11-27T16:44:21Z,FDB1715,"28.259676,55.713341",34000,467,358
1669567523,2022-11-27T16:45:23Z,FDB1715,"28.391605,55.707737",34000,467,357
1669567585,2022-11-27T16:46:25Z,FDB1715,"28.528198,55.702003",34000,468,357
1669567647,2022-11-27T16:47:27Z,FDB1715,"28.661316,55.696617",34000,470,357
1669567710,2022-11-27T16:48:30Z,FDB1715,"28.798006,55.691257",34000,471,357
1669567772,2022-11-27T16:49:32Z,FDB1715,"28.934589,55.685764",34000,470,358
1669567836,2022-11-27T16:50:36Z,FDB1715,"29.07312,55.680084",34000,468,357
1669567899,2022-11-27T16:51:39Z,FDB1715,"29.210815,55.674538",34000,466,358
1669567961,2022-11-27T16:52:41Z,FDB1715,"29.344482,55.669071",34000,465,357
1669568023,2022-11-27T16:53:43Z,FDB1715,"29.478693,55.663418",34000,466,357
1669568058,2022-11-27T16:54:18Z,FDB1715,"29.552385,55.654263",34000,458,347
1669568061,2022-11-27T16:54:21Z,FDB1715,"29.559135,55.652214",34000,457,345
1669568064,2022-11-27T16:54:24Z,FDB1715,"29.565046,55.650223",34000,456,343
1669568067,2022-11-27T16:54:27Z,FDB1715,"29.571625,55.647812",34000,455,342
1669568071,2022-11-27T16:54:31Z,FDB1715,"29.577805,55.645329",34000,453,340
1669568073,2022-11-27T16:54:33Z,FDB1715,"29.583296,55.642899",34000,452,339
1669568077,2022-11-27T16:54:37Z,FDB1715,"29.5893,55.640099",34000,451,337
1669568080,2022-11-27T16:54:40Z,FDB1715,"29.595213,55.637135",34000,450,336
1669568083,2022-11-27T16:54:43Z,FDB1715,"29.601242,55.633869",34000,449,334
1669568086,2022-11-27T16:54:46Z,FDB1715,"29.606852,55.630672",34000,450,333
1669568089,2022-11-27T16:54:49Z,FDB1715,"29.612778,55.627266",34000,448,333
1669568092,2022-11-27T16:54:52Z,FDB1715,"29.619095,55.623672",34000,449,333
1669568154,2022-11-27T16:55:54Z,FDB1715,"29.734497,55.558292",34000,449,333
1669568216,2022-11-27T16:56:56Z,FDB1715,"29.849108,55.492268",34000,449,333
1669568279,2022-11-27T16:57:59Z,FDB1715,"29.965759,55.424839",34000,449,333
1669568345,2022-11-27T16:59:05Z,FDB1715,"30.088669,55.353645",34000,450,333
1669568410,2022-11-27T17:00:10Z,FDB1715,"30.210617,55.28315",34000,451,333
1669568472,2022-11-27T17:01:12Z,FDB1715,"30.323616,55.21767",34000,452,333
1669568533,2022-11-27T17:02:13Z,FDB1715,"30.441671,55.148842",34000,451,333
1669568595,2022-11-27T17:03:15Z,FDB1715,"30.556471,55.081768",34000,449,333
1669568657,2022-11-27T17:04:17Z,FDB1715,"30.670151,55.015247",34000,447,333
1669568718,2022-11-27T17:05:18Z,FDB1715,"30.784761,54.947845",34000,446,332
1669568780,2022-11-27T17:06:20Z,FDB1715,"30.898453,54.880802",34000,443,332
1669568842,2022-11-27T17:07:22Z,FDB1715,"31.011887,54.813431",34000,443,332
1669568905,2022-11-27T17:08:25Z,FDB1715,"31.125595,54.745842",34000,443,332
1669568966,2022-11-27T17:09:26Z,FDB1715,"31.238506,54.678734",34000,443,332
1669569028,2022-11-27T17:10:28Z,FDB1715,"31.351868,54.610882",34000,441,332
1669569090,2022-11-27T17:11:30Z,FDB1715,"31.46475,54.543163",34000,441,332
1669569152,2022-11-27T17:12:32Z,FDB1715,"31.576616,54.476093",34000,441,332
1669569213,2022-11-27T17:13:33Z,FDB1715,"31.684849,54.411217",34000,439,332
1669569275,2022-11-27T17:14:35Z,FDB1715,"31.799789,54.341839",34000,439,332
1669569336,2022-11-27T17:15:36Z,FDB1715,"31.913544,54.280701",34000,447,342
1669569340,2022-11-27T17:15:40Z,FDB1715,"31.920685,54.278229",34000,448,343
1669569343,2022-11-27T17:15:43Z,FDB1715,"31.927107,54.276215",34000,449,344
1669569404,2022-11-27T17:16:44Z,FDB1715,"32.052246,54.243568",34000,451,347
1669569467,2022-11-27T17:17:47Z,FDB1715,"32.18021,54.210747",34000,453,347
1669569529,2022-11-27T17:18:49Z,FDB1715,"32.307255,54.178574",34000,451,347
1669569591,2022-11-27T17:19:51Z,FDB1715,"32.433197,54.146065",34000,447,347
1669569653,2022-11-27T17:20:53Z,FDB1715,"32.557751,54.112881",34000,448,347
1669569715,2022-11-27T17:21:55Z,FDB1715,"32.681904,54.0802",34000,449,347
1669569746,2022-11-27T17:22:26Z,FDB1715,"32.746799,54.06316",34000,449,347
1669569836,2022-11-27T17:23:56Z,FDB1715,"32.931244,54.014942",34000,449,348
1669569898,2022-11-27T17:24:58Z,FDB1715,"33.057163,53.983959",34000,444,348
1669569962,2022-11-27T17:26:02Z,FDB1715,"33.184158,53.951771",34000,444,348
1669570024,2022-11-27T17:27:04Z,FDB1715,"33.310638,53.923981",34000,444,349
1669570086,2022-11-27T17:28:06Z,FDB1715,"33.435196,53.897224",34000,443,349
1669570126,2022-11-27T17:28:46Z,FDB1715,"33.514755,53.874481",34000,429,337
1669570129,2022-11-27T17:28:49Z,FDB1715,"33.519844,53.871685",34000,426,335
1669570132,2022-11-27T17:28:52Z,FDB1715,"33.52478,53.868656",34000,426,334
1669570135,2022-11-27T17:28:55Z,FDB1715,"33.528259,53.866463",34000,424,331
1669570138,2022-11-27T17:28:58Z,FDB1715,"33.53437,53.862156",34000,422,329
1669570141,2022-11-27T17:29:01Z,FDB1715,"33.540665,53.857391",34000,421,327
1669570143,2022-11-27T17:29:03Z,FDB1715,"33.544518,53.854179",34000,419,325
1669570147,2022-11-27T17:29:07Z,FDB1715,"33.549824,53.84943",34000,418,323
1669570149,2022-11-27T17:29:09Z,FDB1715,"33.55299,53.846397",33975,416,322
1669570153,2022-11-27T17:29:13Z,FDB1715,"33.558716,53.840561",33975,414,319
1669570156,2022-11-27T17:29:16Z,FDB1715,"33.563004,53.835922",34000,414,317
1669570157,2022-11-27T17:29:17Z,FDB1715,"33.564255,53.834496",34000,414,317
1669570162,2022-11-27T17:29:22Z,FDB1715,"33.571938,53.826141",34000,416,317
1669570165,2022-11-27T17:29:25Z,FDB1715,"33.576641,53.821049",34000,416,317
1669570227,2022-11-27T17:30:27Z,FDB1715,"33.664215,53.726452",34000,415,317
1669570288,2022-11-27T17:31:28Z,FDB1715,"33.750549,53.631947",34000,416,317
1669570348,2022-11-27T17:32:28Z,FDB1715,"33.837238,53.536377",34000,419,317
1669570409,2022-11-27T17:33:29Z,FDB1715,"33.925129,53.439617",34000,420,317
1669570473,2022-11-27T17:34:33Z,FDB1715,"34.016418,53.338966",34000,421,317
1669570534,2022-11-27T17:35:34Z,FDB1715,"34.104675,53.241203",34000,423,317
1669570595,2022-11-27T17:36:35Z,FDB1715,"34.190895,53.145618",35200,407,317
